Metrics Server Information
Fri Mar 13 12:19:21 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:21 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:22 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:23 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:23 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:24 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:24 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:25 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:26 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:26 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:27 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:27 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:28 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:29 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:29 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:30 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:30 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:31 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:32 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:32 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:33 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
